Transcript	Gene
ENST00000290039.6	ENSG00000158966.16
ENST00000258651.4	ENSG00000213703.2
ENST00000427515.2	ENSG00000233674.2
ENST00000370608.8	ENSG00000153898.13
ENST00000463065.5	ENSG00000153898.13
ENST00000530971.1	ENSG00000153898.13
ENST00000284027.5	ENSG00000153898.13
ENST00000531325.5	ENSG00000153898.13
ENST00000531874.1	ENSG00000153898.13
ENST00000477717.6	ENSG00000117069.15
ENST00000480428.1	ENSG00000117069.15
ENST00000318803.6	ENSG00000117069.15
ENST00000496845.1	ENSG00000117069.15
ENST00000488940.1	ENSG00000117069.15
ENST00000443289.5	ENSG00000125703.15
ENST00000317868.9	ENSG00000125703.15
ENST00000371120.7	ENSG00000125703.15
ENST00000371118.1	ENSG00000125703.15
ENST00000414558.2	ENSG00000125703.15
ENST00000428703.1	ENSG00000234144.1
ENST00000620434.1	ENSG00000277670.1
ENST00000424138.1	ENSG00000227466.1
ENST00000659520.1	ENSG00000230498.3
ENST00000401034.7	ENSG00000162618.15
ENST00000370742.4	ENSG00000162618.15
ENST00000671209.1	ENSG00000162618.15
ENST00000661030.1	ENSG00000162618.15
ENST00000640664.2	ENSG00000162618.15
ENST00000655029.1	ENSG00000162618.15
ENST00000656841.1	ENSG00000162618.15
ENST00000662895.1	ENSG00000162618.15
ENST00000661361.1	ENSG00000162618.15
ENST00000664452.1	ENSG00000162618.15
ENST00000656300.1	ENSG00000162618.15
ENST00000659463.1	ENSG00000162618.15
ENST00000662530.1	ENSG00000162618.15
ENST00000662640.1	ENSG00000162618.15
ENST00000659905.1	ENSG00000162618.15
ENST00000656204.1	ENSG00000162618.15
ENST00000659100.1	ENSG00000162618.15
ENST00000440382.1	ENSG00000224493.1
ENST00000360786.3	ENSG00000131233.10
ENST00000357771.5	ENSG00000131233.10
ENST00000427547.1	ENSG00000229225.1
ENST00000458146.1	ENSG00000225598.1
ENST00000472688.5	ENSG00000137941.17
ENST00000480174.5	ENSG00000137941.17
ENST00000477524.5	ENSG00000137941.17
ENST00000488014.5	ENSG00000137941.17
ENST00000260505.13	ENSG00000137941.17
ENST00000474957.5	ENSG00000137941.17
ENST00000480533.1	ENSG00000137941.17
ENST00000472937.1	ENSG00000137941.17
ENST00000485638.5	ENSG00000137941.17
ENST00000464289.1	ENSG00000137941.17
ENST00000474702.1	ENSG00000137941.17
ENST00000482783.1	ENSG00000137941.17
ENST00000467670.1	ENSG00000137941.17
ENST00000610996.1	ENSG00000137941.17
ENST00000671515.1	ENSG00000286548.1
ENST00000655391.1	ENSG00000286548.1
ENST00000662176.1	ENSG00000286548.1
ENST00000372396.4	ENSG00000066135.13
ENST00000463151.5	ENSG00000066135.13
ENST00000485249.1	ENSG00000066135.13
ENST00000472265.1	ENSG00000066135.13
ENST00000481296.1	ENSG00000066135.13
ENST00000606898.1	ENSG00000272094.1
ENST00000453121.1	ENSG00000228853.1
ENST00000646142.1	ENSG00000284895.1
ENST00000370574.4	ENSG00000117174.11
ENST00000431532.6	ENSG00000117174.11
ENST00000478097.1	ENSG00000184313.20
ENST00000421030.7	ENSG00000184313.20
ENST00000472987.5	ENSG00000184313.20
ENST00000440047.5	ENSG00000184313.20
ENST00000409996.5	ENSG00000184313.20
ENST00000395690.6	ENSG00000184313.20
ENST00000413188.5	ENSG00000184313.20
ENST00000422659.5	ENSG00000184313.20
ENST00000438846.5	ENSG00000184313.20
ENST00000440217.5	ENSG00000184313.20
ENST00000493533.1	ENSG00000184313.20
ENST00000371287.3	ENSG00000184313.20
ENST00000339553.9	ENSG00000184313.20
ENST00000454305.1	ENSG00000288543.1
ENST00000370758.5	ENSG00000122420.10
ENST00000497923.5	ENSG00000122420.10
ENST00000370757.8	ENSG00000122420.10
ENST00000370756.3	ENSG00000122420.10
ENST00000370544.10	ENSG00000143013.13
ENST00000495705.5	ENSG00000143013.13
ENST00000370542.1	ENSG00000143013.13
ENST00000489303.1	ENSG00000143013.13
ENST00000471722.1	ENSG00000226084.5
ENST00000257181.10	ENSG00000134748.13
ENST00000487160.1	ENSG00000134748.13
ENST00000474048.1	ENSG00000134748.13
ENST00000370812.8	ENSG00000142892.15
ENST00000445065.5	ENSG00000142892.15
ENST00000487906.5	ENSG00000142892.15
ENST00000359130.1	ENSG00000142892.15
ENST00000478391.1	ENSG00000142892.15
ENST00000412993.2	ENSG00000229332.2
ENST00000456663.1	ENSG00000227937.1
ENST00000417407.1	ENSG00000229752.1
ENST00000394974.2	ENSG00000233216.1
ENST00000357001.3	ENSG00000197273.4
ENST00000451975.2	ENSG00000226804.4
ENST00000416119.1	ENSG00000230728.1
ENST00000424829.1	ENSG00000232846.1
ENST00000439132.1	ENSG00000230787.1
ENST00000634495.2	ENSG00000116641.18
ENST00000251157.10	ENSG00000116641.18
ENST00000454575.6	ENSG00000116641.18
ENST00000635348.1	ENSG00000116641.18
ENST00000635983.1	ENSG00000116641.18
ENST00000340370.10	ENSG00000116641.18
ENST00000637255.1	ENSG00000116641.18
ENST00000634264.1	ENSG00000116641.18
ENST00000635123.1	ENSG00000116641.18
ENST00000635253.2	ENSG00000116641.18
ENST00000637306.1	ENSG00000116641.18
ENST00000489185.1	ENSG00000116641.18
ENST00000467758.1	ENSG00000116641.18
ENST00000637487.1	ENSG00000116641.18
ENST00000635088.1	ENSG00000116641.18
ENST00000637839.1	ENSG00000116641.18
ENST00000638042.1	ENSG00000116641.18
ENST00000636370.1	ENSG00000116641.18
ENST00000636746.1	ENSG00000116641.18
ENST00000637735.1	ENSG00000116641.18
ENST00000637208.1	ENSG00000116641.18
ENST00000479983.1	ENSG00000116641.18
ENST00000637144.1	ENSG00000116641.18
ENST00000635286.1	ENSG00000116641.18
ENST00000634929.1	ENSG00000116641.18
ENST00000634652.1	ENSG00000116641.18
ENST00000635027.1	ENSG00000116641.18
ENST00000637431.1	ENSG00000116641.18
ENST00000634223.1	ENSG00000116641.18
ENST00000404627.3	ENSG00000116641.18
ENST00000614472.5	ENSG00000116641.18
ENST00000637227.1	ENSG00000116641.18
ENST00000464312.1	ENSG00000116641.18
ENST00000635827.1	ENSG00000116641.18
ENST00000634912.1	ENSG00000116641.18
ENST00000636167.1	ENSG00000116641.18
ENST00000636635.1	ENSG00000116641.18
ENST00000357731.10	ENSG00000172260.15
ENST00000306821.3	ENSG00000172260.15
ENST00000474357.1	ENSG00000172260.15
ENST00000478526.1	ENSG00000172260.15
ENST00000467479.1	ENSG00000172260.15
ENST00000644104.1	ENSG00000285473.1
ENST00000432653.1	ENSG00000234578.1
ENST00000417340.1	ENSG00000229505.1
ENST00000458048.1	ENSG00000228187.1
ENST00000517870.2	ENSG00000182183.15
ENST00000440303.5	ENSG00000182183.15
ENST00000401050.7	ENSG00000182183.15
ENST00000424164.1	ENSG00000182183.15
ENST00000438801.1	ENSG00000236407.1
ENST00000370453.5	ENSG00000271949.1
ENST00000434465.2	ENSG00000227062.2
ENST00000436063.7	ENSG00000067334.14
ENST00000462746.6	ENSG00000067334.14
ENST00000496535.6	ENSG00000067334.14
ENST00000359208.6	ENSG00000067334.14
ENST00000460191.1	ENSG00000067334.14
ENST00000496672.1	ENSG00000067334.14
ENST00000528680.1	ENSG00000067334.14
ENST00000415629.2	ENSG00000235011.2
ENST00000411674.2	ENSG00000213559.4
ENST00000670076.1	ENSG00000287587.1
ENST00000496043.5	ENSG00000142949.17
ENST00000481019.5	ENSG00000142949.17
ENST00000359947.9	ENSG00000142949.17
ENST00000438120.5	ENSG00000142949.17
ENST00000436724.5	ENSG00000142949.17
ENST00000372405.1	ENSG00000142949.17
ENST00000437607.1	ENSG00000142949.17
ENST00000467464.1	ENSG00000142949.17
ENST00000412568.6	ENSG00000142949.17
ENST00000429895.5	ENSG00000142949.17
ENST00000414879.5	ENSG00000142949.17
ENST00000496447.5	ENSG00000142949.17
ENST00000372407.4	ENSG00000142949.17
ENST00000463041.1	ENSG00000142949.17
ENST00000477970.1	ENSG00000142949.17
ENST00000617451.4	ENSG00000142949.17
ENST00000420457.1	ENSG00000232882.1
ENST00000370571.7	ENSG00000171502.15
ENST00000426639.5	ENSG00000171502.15
ENST00000473734.1	ENSG00000171502.15
ENST00000496682.2	ENSG00000171502.15
ENST00000485434.1	ENSG00000171502.15
ENST00000361314.5	ENSG00000116157.6
ENST00000459779.1	ENSG00000116157.6
ENST00000446120.6	ENSG00000143036.17
ENST00000271227.11	ENSG00000143036.17
ENST00000527077.5	ENSG00000143036.17
ENST00000529450.5	ENSG00000143036.17
ENST00000467909.5	ENSG00000143036.17
ENST00000422520.6	ENSG00000143036.17
ENST00000532427.5	ENSG00000143036.17
ENST00000475883.5	ENSG00000143036.17
ENST00000530397.1	ENSG00000143036.17
ENST00000532670.1	ENSG00000143036.17
ENST00000316005.11	ENSG00000065243.20
ENST00000370521.8	ENSG00000065243.20
ENST00000436111.1	ENSG00000065243.20
ENST00000449189.1	ENSG00000065243.20
ENST00000495119.1	ENSG00000065243.20
ENST00000370513.9	ENSG00000065243.20
ENST00000416634.1	ENSG00000226960.1
ENST00000423464.1	ENSG00000234080.3
ENST00000644002.1	ENSG00000285409.1
ENST00000370214.9	ENSG00000117528.14
ENST00000647998.2	ENSG00000117528.14
ENST00000315713.5	ENSG00000117528.14
ENST00000468860.1	ENSG00000117528.14
ENST00000493416.5	ENSG00000117528.14
ENST00000484213.1	ENSG00000117528.14
ENST00000464165.1	ENSG00000117528.14
ENST00000606515.5	ENSG00000271723.5
ENST00000425300.6	ENSG00000271723.5
ENST00000414150.6	ENSG00000271723.5
ENST00000460155.1	ENSG00000271723.5
ENST00000481346.5	ENSG00000036549.13
ENST00000370801.8	ENSG00000036549.13
ENST00000476275.5	ENSG00000036549.13
ENST00000370798.5	ENSG00000036549.13
ENST00000476195.5	ENSG00000036549.13
ENST00000474746.1	ENSG00000036549.13
ENST00000433749.5	ENSG00000036549.13
ENST00000414381.5	ENSG00000036549.13
ENST00000463166.5	ENSG00000036549.13
ENST00000469944.1	ENSG00000036549.13
ENST00000458763.2	ENSG00000036549.13
ENST00000441083.1	ENSG00000225191.1
ENST00000654296.1	ENSG00000287870.1
ENST00000426952.2	ENSG00000232048.2
ENST00000433311.2	ENSG00000232857.2
ENST00000622355.1	ENSG00000273637.1
ENST00000421637.1	ENSG00000228838.1
ENST00000638968.1	ENSG00000283761.1
ENST00000638792.1	ENSG00000283761.1
ENST00000639037.1	ENSG00000283761.1
ENST00000639040.1	ENSG00000283761.1
ENST00000638779.1	ENSG00000283761.1
ENST00000639171.1	ENSG00000283761.1
ENST00000640238.1	ENSG00000283761.1
ENST00000640357.1	ENSG00000283761.1
ENST00000339480.3	ENSG00000189433.7
ENST00000418121.5	ENSG00000142700.12
ENST00000404795.4	ENSG00000142700.12
ENST00000402743.2	ENSG00000233514.1
ENST00000643665.1	ENSG00000127124.16
ENST00000372583.6	ENSG00000127124.16
ENST00000372584.5	ENSG00000127124.16
ENST00000460604.1	ENSG00000127124.16
ENST00000491442.5	ENSG00000127124.16
ENST00000489103.5	ENSG00000127124.16
ENST00000479350.1	ENSG00000127124.16
ENST00000629102.1	ENSG00000266993.3
ENST00000588291.1	ENSG00000266993.3
ENST00000586761.2	ENSG00000266993.3
ENST00000591675.1	ENSG00000266993.3
ENST00000435986.1	ENSG00000229316.1
ENST00000417020.1	ENSG00000234099.1
ENST00000370247.7	ENSG00000137936.18
ENST00000260502.11	ENSG00000137936.18
ENST00000370244.5	ENSG00000137936.18
ENST00000370243.1	ENSG00000137936.18
ENST00000538653.1	ENSG00000137936.18
ENST00000466632.1	ENSG00000137936.18
ENST00000490377.1	ENSG00000137936.18
ENST00000479503.2	ENSG00000137936.18
ENST00000469315.1	ENSG00000137936.18
ENST00000433544.1	ENSG00000137936.18
ENST00000649852.1	ENSG00000137936.18
ENST00000539242.5	ENSG00000137936.18
ENST00000430791.1	ENSG00000232752.1
ENST00000416175.1	ENSG00000235829.1
ENST00000370445.5	ENSG00000143032.8
ENST00000623685.1	ENSG00000280040.1
ENST00000370206.9	ENSG00000117519.16
ENST00000461018.5	ENSG00000117519.16
ENST00000487539.1	ENSG00000117519.16
ENST00000415017.1	ENSG00000117519.16
ENST00000474409.1	ENSG00000117519.16
ENST00000545882.5	ENSG00000117519.16
ENST00000394202.8	ENSG00000117519.16
ENST00000423265.1	ENSG00000238037.1
ENST00000370056.9	ENSG00000134215.16
ENST00000527011.5	ENSG00000134215.16
ENST00000529413.5	ENSG00000134215.16
ENST00000525460.5	ENSG00000134215.16
ENST00000415432.6	ENSG00000134215.16
ENST00000343258.8	ENSG00000134215.16
ENST00000529033.5	ENSG00000134215.16
ENST00000525231.5	ENSG00000134215.16
ENST00000479977.6	ENSG00000134215.16
ENST00000533398.5	ENSG00000134215.16
ENST00000529809.5	ENSG00000134215.16
ENST00000469325.5	ENSG00000134215.16
ENST00000490388.2	ENSG00000134215.16
ENST00000524574.5	ENSG00000134215.16
ENST00000530671.1	ENSG00000134215.16
ENST00000422038.1	ENSG00000227935.1
ENST00000415278.1	ENSG00000228502.1
ENST00000603614.1	ENSG00000271277.1
ENST00000434808.1	ENSG00000236888.1
ENST00000456070.1	ENSG00000230828.1
ENST00000370203.9	ENSG00000152078.10
ENST00000456991.5	ENSG00000152078.10
ENST00000455656.1	ENSG00000152078.10
ENST00000463375.1	ENSG00000152078.10
ENST00000525774.5	ENSG00000171492.14
ENST00000337338.9	ENSG00000171492.14
ENST00000394593.7	ENSG00000171492.14
ENST00000532201.5	ENSG00000171492.14
ENST00000414841.1	ENSG00000171492.14
ENST00000527156.1	ENSG00000171492.14
ENST00000441269.2	ENSG00000171492.14
ENST00000438864.1	ENSG00000233129.1
ENST00000475821.2	ENSG00000170989.10
ENST00000305352.7	ENSG00000170989.10
ENST00000561748.2	ENSG00000170989.10
ENST00000649383.1	ENSG00000170989.10
ENST00000475289.2	ENSG00000170989.10
ENST00000648480.1	ENSG00000170989.10
ENST00000433990.1	ENSG00000237897.2
ENST00000533147.5	ENSG00000116299.17
ENST00000531664.5	ENSG00000116299.17
ENST00000534476.5	ENSG00000116299.17
ENST00000526264.5	ENSG00000116299.17
ENST00000369939.8	ENSG00000116299.17
ENST00000457623.6	ENSG00000116299.17
ENST00000529753.5	ENSG00000116299.17
ENST00000527996.5	ENSG00000116299.17
ENST00000490758.6	ENSG00000116299.17
ENST00000533374.1	ENSG00000116299.17
ENST00000369938.5	ENSG00000116299.17
ENST00000369936.2	ENSG00000116299.17
ENST00000464345.1	ENSG00000116299.17
ENST00000527501.1	ENSG00000116299.17
ENST00000546444.1	ENSG00000137962.13
ENST00000552844.5	ENSG00000137962.13
ENST00000260526.11	ENSG00000137962.13
ENST00000482481.1	ENSG00000137962.13
ENST00000370217.3	ENSG00000137962.13
ENST00000659885.1	ENSG00000286692.1
ENST00000565336.1	ENSG00000260464.1
ENST00000412047.1	ENSG00000231996.1
ENST00000251296.4	ENSG00000117154.12
ENST00000412684.3	ENSG00000117154.12
ENST00000497331.2	ENSG00000117154.12
ENST00000473951.1	ENSG00000117154.12
ENST00000371538.5	ENSG00000162377.6
ENST00000486918.1	ENSG00000162377.6
ENST00000369551.5	ENSG00000116774.12
ENST00000320334.5	ENSG00000116774.12
ENST00000491700.1	ENSG00000116774.12
ENST00000633022.1	ENSG00000116774.12
ENST00000393300.6	ENSG00000116774.12
ENST00000666715.1	ENSG00000287756.1
ENST00000641006.1	ENSG00000284652.1
ENST00000370238.8	ENSG00000023909.10
ENST00000467772.1	ENSG00000023909.10
ENST00000462183.1	ENSG00000023909.10
ENST00000615724.1	ENSG00000023909.10
ENST00000533089.5	ENSG00000069702.11
ENST00000370399.6	ENSG00000069702.11
ENST00000525962.5	ENSG00000069702.11
ENST00000532540.5	ENSG00000069702.11
ENST00000465892.6	ENSG00000069702.11
ENST00000470600.1	ENSG00000069702.11
ENST00000529608.1	ENSG00000069702.11
ENST00000468996.2	ENSG00000069702.11
ENST00000417833.2	ENSG00000069702.11
ENST00000533370.1	ENSG00000069702.11
ENST00000212355.9	ENSG00000069702.11
ENST00000455561.1	ENSG00000228399.1
ENST00000446654.1	ENSG00000236776.1
ENST00000603401.1	ENSG00000271252.1
ENST00000433774.1	ENSG00000235794.1
ENST00000432923.2	ENSG00000233983.2
ENST00000372450.8	ENSG00000198198.17
ENST00000634258.3	ENSG00000198198.17
ENST00000562955.2	ENSG00000198198.17
ENST00000638631.1	ENSG00000198198.17
ENST00000406439.7	ENSG00000198198.17
ENST00000357658.4	ENSG00000198198.17
ENST00000639852.1	ENSG00000198198.17
ENST00000470139.1	ENSG00000198198.17
ENST00000478140.1	ENSG00000198198.17
ENST00000648058.1	ENSG00000198198.17
ENST00000638642.1	ENSG00000198198.17
ENST00000649403.1	ENSG00000198198.17
ENST00000638769.1	ENSG00000198198.17
ENST00000639197.1	ENSG00000198198.17
ENST00000470897.2	ENSG00000198198.17
ENST00000471177.1	ENSG00000198198.17
ENST00000638263.1	ENSG00000198198.17
ENST00000460536.1	ENSG00000198198.17
ENST00000640484.1	ENSG00000198198.17
ENST00000474926.5	ENSG00000116793.16
ENST00000369598.5	ENSG00000116793.16
ENST00000369600.5	ENSG00000116793.16
ENST00000369604.6	ENSG00000116793.16
ENST00000481652.1	ENSG00000116793.16
ENST00000357783.6	ENSG00000116793.16
ENST00000412670.1	ENSG00000116793.16
ENST00000472612.5	ENSG00000116793.16
ENST00000486855.1	ENSG00000116793.16
ENST00000446739.1	ENSG00000116793.16
ENST00000493212.1	ENSG00000116793.16
ENST00000393357.6	ENSG00000116793.16
ENST00000442943.2	ENSG00000232918.2
ENST00000431241.1	ENSG00000183298.5
ENST00000334047.12	ENSG00000117525.14
ENST00000370207.4	ENSG00000117525.14
ENST00000478217.5	ENSG00000117525.14
ENST00000480356.1	ENSG00000117525.14
ENST00000440278.2	ENSG00000162699.5
ENST00000415545.2	ENSG00000203914.4
ENST00000604999.1	ENSG00000270457.1
ENST00000435311.1	ENSG00000231987.1
ENST00000438531.1	ENSG00000229842.2
ENST00000356554.7	ENSG00000198162.12
ENST00000482811.1	ENSG00000198162.12
ENST00000449370.6	ENSG00000198162.12
ENST00000421535.5	ENSG00000198162.12
ENST00000422329.1	ENSG00000198162.12
ENST00000440886.1	ENSG00000171517.6
ENST00000491034.1	ENSG00000171517.6
ENST00000370611.4	ENSG00000171517.6
ENST00000624685.1	ENSG00000203864.3
ENST00000439455.1	ENSG00000233482.1
ENST00000271277.11	ENSG00000143079.15
ENST00000441739.1	ENSG00000143079.15
ENST00000502356.3	ENSG00000143079.15
ENST00000607039.1	ENSG00000143079.15
ENST00000413412.1	ENSG00000232450.1
ENST00000419596.1	ENSG00000235038.1
ENST00000369738.9	ENSG00000173947.14
ENST00000484512.1	ENSG00000173947.14
ENST00000369737.4	ENSG00000173947.14
ENST00000468395.1	ENSG00000173947.14
ENST00000369516.7	ENSG00000134198.10
ENST00000369515.6	ENSG00000134198.10
ENST00000491992.1	ENSG00000134198.10
ENST00000433172.3	ENSG00000134198.10
ENST00000623435.1	ENSG00000279513.1
ENST00000638371.1	ENSG00000117620.15
ENST00000533028.8	ENSG00000117620.15
ENST00000427993.7	ENSG00000117620.15
ENST00000639221.1	ENSG00000117620.15
ENST00000638336.1	ENSG00000117620.15
ENST00000639807.1	ENSG00000117620.15
ENST00000640715.1	ENSG00000117620.15
ENST00000465289.6	ENSG00000117620.15
ENST00000640726.1	ENSG00000117620.15
ENST00000639994.1	ENSG00000117620.15
ENST00000638988.1	ENSG00000117620.15
ENST00000640178.1	ENSG00000117620.15
ENST00000640360.1	ENSG00000117620.15
ENST00000640732.1	ENSG00000117620.15
ENST00000638929.1	ENSG00000117620.15
ENST00000640600.1	ENSG00000117620.15
ENST00000639088.1	ENSG00000117620.15
ENST00000638338.1	ENSG00000117620.15
ENST00000638876.1	ENSG00000117620.15
ENST00000370155.9	ENSG00000117620.15
ENST00000370153.6	ENSG00000117620.15
ENST00000532693.5	ENSG00000117620.15
ENST00000422078.1	ENSG00000117620.15
ENST00000639148.1	ENSG00000117620.15
ENST00000361915.8	ENSG00000162688.17
ENST00000370165.7	ENSG00000162688.17
ENST00000370163.7	ENSG00000162688.17
ENST00000294724.8	ENSG00000162688.17
ENST00000361302.7	ENSG00000162688.17
ENST00000637337.1	ENSG00000162688.17
ENST00000477753.1	ENSG00000162688.17
ENST00000370161.6	ENSG00000162688.17
ENST00000331565.5	ENSG00000197106.7
ENST00000465159.1	ENSG00000197106.7
ENST00000419696.1	ENSG00000231072.1
ENST00000524631.5	ENSG00000185946.16
ENST00000531883.5	ENSG00000185946.16
ENST00000533099.5	ENSG00000185946.16
ENST00000527062.5	ENSG00000185946.16
ENST00000423855.7	ENSG00000185946.16
ENST00000533834.1	ENSG00000185946.16
ENST00000524641.1	ENSG00000185946.16
ENST00000525323.1	ENSG00000185946.16
ENST00000532117.1	ENSG00000185946.16
ENST00000529992.5	ENSG00000162627.17
ENST00000306121.8	ENSG00000162627.17
ENST00000473868.5	ENSG00000162627.17
ENST00000528824.1	ENSG00000162627.17
ENST00000454199.1	ENSG00000162627.17
ENST00000578049.4	ENSG00000265808.4
ENST00000618538.1	ENSG00000265808.4
ENST00000439625.1	ENSG00000225923.1
ENST00000393203.3	ENSG00000134247.10
ENST00000496699.1	ENSG00000134247.10
ENST00000497385.1	ENSG00000134247.10
ENST00000394583.7	ENSG00000162664.17
ENST00000340281.9	ENSG00000162664.17
ENST00000361911.9	ENSG00000162664.17
ENST00000370447.3	ENSG00000162664.17
ENST00000497970.5	ENSG00000134253.10
ENST00000256649.9	ENSG00000134253.10
ENST00000369464.7	ENSG00000134253.10
ENST00000369461.3	ENSG00000134253.10
ENST00000485032.1	ENSG00000134253.10
ENST00000488067.1	ENSG00000223416.3
ENST00000401087.3	ENSG00000179571.10
ENST00000419651.1	ENSG00000227850.1
ENST00000650406.1	ENSG00000285532.2
ENST00000662449.1	ENSG00000285532.2
ENST00000455691.2	ENSG00000226755.2
ENST00000369448.4	ENSG00000183508.5
ENST00000615738.1	ENSG00000277095.1
ENST00000582255.2	ENSG00000264145.2
ENST00000448677.1	ENSG00000238256.1
ENST00000369522.8	ENSG00000198765.12
ENST00000455987.5	ENSG00000198765.12
ENST00000369518.1	ENSG00000198765.12
ENST00000477215.5	ENSG00000198765.12
ENST00000468191.1	ENSG00000198765.12
ENST00000482717.5	ENSG00000198765.12
ENST00000493377.1	ENSG00000198765.12
ENST00000477590.1	ENSG00000198765.12
ENST00000618516.4	ENSG00000198765.12
ENST00000613524.4	ENSG00000198765.12
ENST00000447555.5	ENSG00000143398.20
ENST00000349792.9	ENSG00000143398.20
ENST00000409426.5	ENSG00000143398.20
ENST00000441902.6	ENSG00000143398.20
ENST00000368890.8	ENSG00000143398.20
ENST00000424999.1	ENSG00000143398.20
ENST00000368888.9	ENSG00000143398.20
ENST00000454769.2	ENSG00000143398.20
ENST00000418435.1	ENSG00000143398.20
ENST00000468772.5	ENSG00000143398.20
ENST00000461816.5	ENSG00000143398.20
ENST00000481713.1	ENSG00000143398.20
ENST00000486048.2	ENSG00000143398.20
ENST00000464105.1	ENSG00000143398.20
ENST00000460157.5	ENSG00000143398.20
ENST00000486866.1	ENSG00000143398.20
ENST00000489625.1	ENSG00000143398.20
ENST00000369443.10	ENSG00000196505.11
ENST00000491626.5	ENSG00000196505.11
